store_id,store_name,city,region,store_type,product_name,category,brand,unit_cost,unit_price,margin_pct,regular_customers,new_customers,loyalty_customers,cash_payments,card_payments,total_transactions,total_units_sold,avg_unit_price,avg_discount_pct,total_cost,gross_revenue,total_discount_given,net_revenue,gross_profit,regular_customers.1,new_customers.1,loyalty_customers.1,cash_payments.1,card_payments.1,total_returns,total_units_returned,total_refunded,defective_returns,wrong_item_returns,dissatisfied_returns,return_rate_pct,current_stock,reorder_level,last_restocked,days_since_restock,stock_status,suppliers,est_days_stock_remaining,first_sale_date,last_sale_date,_processed_at,_pipeline_version,_n_transforms
13,London UK,London,International,Flagship,L'Oreal Skincare Model-909,Beauty,L'Oreal,21.53,61.69,65.1,0,0,0,1,0,1,9,935.14,0.0,193.77,8416.26,0.0,8416.26,8222.49,0,0,0,1,0,0,0,0.0,0,0,0,0.0,264.0,48.0,2023-11-27,910.0,OK,Direct,2836.0,2022-01-21,2022-01-21,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-175,Books,Various,8.48,21.37,60.32,1,0,0,0,2,2,12,724.04,0.0,101.76,8372.66,0.0,8372.66,8586.72,1,0,0,0,2,0,0,0.0,0,0,0,0.0,341.0,49.0,2023-01-20,1221.0,OK,Supplier B,11196.2,2022-06-24,2023-07-23,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-993,Clothing,Levi'S,35.06,95.75,63.38,1,0,3,2,2,6,26,817.43,5.83,911.56,8332.08,475.8905,7856.19,20341.62,1,0,3,2,2,0,0,0.0,0,0,0,0.0,266.0,7.0,2023-03-05,1177.0,OK,Direct,8194.8,2022-03-03,2024-05-12,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-655,Books,Various,7.22,20.57,64.9,2,0,1,2,0,3,13,1244.62,5.0,93.86,8232.68,609.2285,7623.45,16086.2,2,0,1,2,0,0,0,0.0,0,0,0,0.0,219.0,23.0,2024-01-13,863.0,OK,Supplier A,9299.1,2022-05-10,2023-11-13,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-231,Food,Various,2.14,8.36,74.4,0,0,2,1,0,3,15,676.6,8.33,32.1,8225.36,989.006,7236.35,10116.9,0,0,2,1,0,0,0,0.0,0,0,0,0.0,61.0,38.0,2024-06-11,713.0,OK,Supplier B,2151.3,2022-10-04,2024-03-16,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-835,Clothing,Levi'S,42.01,88.28,52.41,0,0,1,0,0,4,23,1229.37,5.0,966.23,8190.16,2960.628,5229.53,27309.28,0,0,1,0,0,1,1,1659.38,0,0,0,25.0,302.0,12.0,2023-11-04,933.0,OK,Supplier A,8574.2,2022-06-26,2024-04-09,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-355,Food,Various,2.02,7.68,73.7,0,0,1,0,1,2,7,1288.77,10.0,14.14,8188.63,1076.0625,7112.57,9007.25,0,0,1,0,1,0,0,0.0,0,0,0,0.0,383.0,23.0,2024-02-20,825.0,OK,Direct,23034.7,2022-01-07,2023-03-04,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,IKEA Furniture Model-677,Home,Ikea,172.59,423.36,59.23,2,0,0,1,0,2,10,797.89,20.0,1725.9,8179.61,1911.438,6268.17,6253.0,2,0,0,1,0,0,0,0.0,0,0,0,0.0,294.0,21.0,2023-05-19,1102.0,OK,Supplier B,24078.6,2022-03-20,2024-06-16,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-758,Books,Various,8.81,20.29,56.58,2,0,1,0,1,3,22,384.13,11.67,193.82,8173.82,1755.38,6418.44,8257.04,2,0,1,0,1,1,3,448.11,0,0,0,33.33,415.0,8.0,2024-08-20,643.0,OK,Supplier A,12770.7,2022-10-17,2024-08-24,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-639,Electronics,Apple,669.66,1252.01,46.51,0,0,1,0,0,2,10,1258.16,5.0,6696.6,8158.58,192.375,7966.21,5885.0,0,0,1,0,0,0,0,0.0,0,0,0,0.0,76.0,22.0,2023-03-13,1169.0,OK,Direct,6034.4,2022-01-18,2024-03-22,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-904,Clothing,Levi'S,36.71,91.13,59.72,0,0,1,2,0,3,10,894.55,11.67,367.1,8118.55,918.9645,7199.59,8578.4,0,0,1,2,0,1,1,717.14,0,0,0,33.33,164.0,42.0,2024-02-24,821.0,OK,Supplier A,3017.6,2024-01-05,2024-07-07,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-541,Clothing,Levi'S,45.48,96.52,52.88,0,0,1,0,0,3,7,1126.06,3.33,318.36,8112.53,60.164,8052.37,7564.06,0,0,1,0,0,0,0,0.0,0,0,0,0.0,471.0,14.0,2023-03-24,1158.0,OK,Direct,31355.1,2022-03-20,2023-06-29,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,IKEA Furniture Model-895,Home,Ikea,189.51,452.97,58.16,0,0,1,1,0,2,9,842.22,0.0,1705.59,8039.18,0.0,8039.18,5874.39,0,0,1,1,0,1,1,545.67,0,0,0,50.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-09-24,2023-09-06,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-816,Electronics,Apple,649.42,1182.64,45.09,0,0,1,1,1,2,9,852.21,0.0,5844.78,7988.94,0.0,7988.94,1825.11,0,0,1,1,1,0,0,0.0,0,0,0,0.0,148.0,32.0,2023-10-21,947.0,OK,Supplier A,8238.7,2022-05-26,2023-10-09,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Wilson Equipment Model-431,Sports,Wilson,49.22,163.32,69.86,1,0,0,0,1,2,5,1520.77,5.0,246.1,7921.87,750.82,7171.05,7357.75,1,0,0,0,1,0,0,0.0,0,0,0,0.0,315.0,49.0,2023-01-20,1221.0,OK,Direct,18396.0,2023-03-16,2024-01-02,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-807,Food,Various,1.86,8.76,78.77,0,0,1,3,0,3,8,1071.71,11.67,14.88,7882.78,1294.482,6588.3,8558.8,0,0,1,3,0,0,0,0.0,0,0,0,0.0,271.0,30.0,2023-10-02,966.0,OK,Direct,13075.8,2022-10-20,2023-11-10,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-303,Clothing,Nike,15.37,49.19,68.75,1,0,2,0,1,3,8,945.74,6.67,122.96,7849.23,438.228,7411.0,7442.96,1,0,2,0,1,0,0,0.0,0,0,0,0.0,154.0,17.0,2023-03-23,1159.0,OK,Supplier A,17941.0,2022-05-24,2024-12-11,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-216,Books,Various,6.76,19.21,64.81,0,0,0,0,1,1,6,1634.33,20.0,40.56,7844.78,1961.196,5883.58,9765.42,0,0,0,0,1,1,3,1802.17,0,0,0,100.0,49.0,26.0,2024-08-02,661.0,OK,Supplier A,2836.0,2023-02-10,2023-02-10,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-783,Clothing,Levi'S,37.82,91.37,58.61,1,0,1,2,0,2,9,1049.2,7.5,340.38,7841.22,806.6495,7034.57,9102.42,1,0,1,2,0,0,0,0.0,0,0,0,0.0,311.0,13.0,2024-07-09,685.0,OK,Direct,5287.0,2022-04-13,2022-09-13,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-791,Clothing,Nike,17.0,45.94,63.0,1,0,0,0,0,1,8,1152.76,15.0,136.0,7838.77,1383.312,6455.46,9086.08,1,0,0,0,0,0,0,0.0,0,0,0,0.0,26.0,36.0,2024-02-11,834.0,REORDER NOW,Supplier B,2836.0,2022-04-12,2022-04-12,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-957,Clothing,Levi'S,32.13,96.61,66.74,2,0,0,1,1,3,5,1460.23,2.5,160.65,7778.88,66.5855,7712.29,7140.5,2,0,0,1,1,0,0,0.0,0,0,0,0.0,10.0,38.0,2023-04-17,1134.0,REORDER NOW,Supplier A,1618.0,2022-07-23,2024-10-09,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-313,Clothing,Nike,16.07,47.15,65.92,0,0,0,0,1,3,17,983.75,10.0,273.19,7767.21,355.908,7411.3,16450.56,0,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-04-14,2023-08-02,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-605,Electronics,Apple,799.12,1244.1,35.77,0,0,0,1,2,4,8,834.14,3.75,6392.96,7706.48,483.741,7222.74,280.16,0,0,0,1,2,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-03-08,2024-06-21,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-500,Clothing,Levi'S,42.15,87.24,51.69,1,0,0,1,0,2,5,1726.12,12.5,210.75,7657.99,954.007,6703.98,8419.85,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-12-08,2024-02-04,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-493,Beauty,L'Oreal,18.16,57.53,68.43,0,0,1,0,1,3,18,422.9,0.0,326.88,7643.36,0.0,7643.36,7285.32,0,0,1,0,1,0,0,0.0,0,0,0,0.0,178.0,6.0,2023-03-18,1164.0,OK,Supplier B,4005.0,2022-08-13,2023-09-22,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-142,Books,Various,7.44,19.79,62.41,0,0,1,0,1,2,6,801.15,0.0,44.64,7628.26,0.0,7628.26,4762.26,0,0,1,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2024-08-22,2024-10-20,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-253,Beauty,L'Oreal,21.35,59.39,64.05,1,0,0,1,0,1,6,1402.94,7.0,128.1,7575.88,0.0,16362.74,8289.54,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,2836.0,2022-08-10,2022-08-10,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-716,Books,Various,7.93,19.52,59.38,1,0,2,2,0,4,10,960.53,3.75,79.3,7568.97,39.6725,7529.3,9526.0,1,0,2,2,0,0,0,0.0,0,0,0,0.0,259.0,34.0,2023-10-19,949.0,OK,Direct,17223.5,2022-08-23,2024-06-18,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,IKEA Furniture Model-974,Home,Ikea,237.37,462.55,48.68,1,0,1,1,1,4,15,535.62,6.25,3560.55,7549.15,221.603,7327.55,4473.75,1,0,1,1,1,0,0,0.0,0,0,0,0.0,264.0,23.0,2024-10-12,590.0,OK,Supplier A,13446.4,2022-06-20,2024-07-23,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-515,Clothing,Nike,12.36,40.55,69.52,0,0,1,2,0,3,13,604.04,17.5,160.68,7516.61,439.698,7076.91,7691.84,0,0,1,2,0,0,0,0.0,0,0,0,0.0,250.0,7.0,2024-04-06,779.0,OK,Direct,16076.9,2022-04-20,2024-08-03,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-562,Books,Various,6.77,20.3,66.65,2,0,0,0,0,2,13,741.97,7.5,88.01,7499.2,578.259,6920.94,9557.6,2,0,0,0,0,0,0,0.0,0,0,0,0.0,247.0,9.0,2023-08-26,1003.0,OK,Supplier B,8911.0,2023-08-22,2024-12-03,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-854,Electronics,Dell,38.94,941.06,26.99,1,0,0,1,0,4,22,410.27,5.0,648.39,7441.0,164.8545,7276.15,15185.01,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-02-01,2022-10-16,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-122,Clothing,Levi'S,34.38,97.71,64.81,1,0,2,1,0,3,17,852.17,13.33,584.46,7437.45,1465.62,5971.83,13902.43,1,0,2,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2023-09-21,2024-11-08,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-149,Beauty,L'Oreal,20.47,65.49,68.74,1,0,0,1,1,4,22,488.23,3.75,450.34,7409.81,705.088,6704.72,10290.72,1,0,0,1,1,0,0,0.0,0,0,0,0.0,155.0,45.0,2024-11-12,559.0,OK,Direct,6946.8,2022-02-01,2024-10-14,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-643,Electronics,Apple,672.62,1241.66,45.83,1,0,0,0,1,2,6,1411.46,0.0,4035.72,7381.27,0.0,7381.27,4433.04,1,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-12-02,2023-05-30,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-762,Electronics,Apple,739.6,1221.22,39.44,0,0,2,0,1,2,4,1843.52,0.0,2958.4,7374.08,0.0,7374.08,4415.68,0,0,2,0,1,2,3,2042.55,1,0,0,100.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2023-08-28,2024-05-15,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-316,Beauty,L'Oreal,38.94,58.9,60.83,1,0,1,0,1,3,20,415.69,3.33,648.39,7351.93,290.135,7061.8,15185.01,1,0,1,0,1,0,0,0.0,0,0,0,0.0,102.0,36.0,2024-02-14,831.0,OK,Supplier B,3003.9,2023-03-15,2024-10-24,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-771,Clothing,Nike,38.94,41.0,59.9,1,0,1,1,1,3,18,770.74,8.33,648.39,7349.3,1285.672,6063.63,15185.01,1,0,1,1,1,0,0,0.0,0,0,0,0.0,87.0,20.0,2023-12-18,889.0,OK,Direct,3489.7,2022-06-15,2024-06-06,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-436,Electronics,Dell,542.54,946.69,42.69,0,0,0,1,2,4,28,558.38,5.0,15191.12,7298.66,225.4485,7073.21,443.52,0,0,0,1,2,1,1,1050.9,0,0,0,25.0,476.0,24.0,2024-07-07,687.0,OK,Supplier A,13787.0,2022-06-07,2024-08-26,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Wilson Equipment Model-357,Sports,Wilson,46.45,149.9,69.01,0,0,1,1,0,1,6,1428.58,7.0,278.7,7285.76,0.0,16362.74,8292.78,0,0,1,1,0,1,3,1331.46,0,0,0,100.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,2836.0,2024-12-23,2024-12-23,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-821,Beauty,L'Oreal,18.56,62.73,70.41,1,0,0,1,0,2,8,1328.7,7.5,148.48,7244.46,973.014,6271.45,10481.12,1,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2023-06-01,2024-05-04,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-510,Clothing,Levi'S,45.32,91.12,50.26,1,0,1,1,0,3,13,905.64,5.0,589.16,7207.72,635.031,6572.69,11184.16,1,0,1,1,0,1,3,66.77,0,0,0,33.33,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2023-01-21,2023-11-06,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-486,Electronics,Apple,757.18,1306.91,42.06,1,0,0,1,0,1,6,1199.22,0.0,4543.08,7195.32,0.0,7195.32,2652.24,1,0,0,1,0,0,0,0.0,0,0,0,0.0,122.0,46.0,2023-02-22,1188.0,OK,Supplier B,2836.0,2024-12-23,2024-12-23,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Wilson Equipment Model-659,Sports,Wilson,45.13,163.02,72.32,0,0,1,1,0,1,4,1877.96,5.0,180.52,7136.25,375.592,6760.66,7331.32,0,0,1,1,0,0,0,0.0,0,0,0,0.0,352.0,34.0,2024-10-28,574.0,OK,Direct,2836.0,2024-07-22,2024-07-22,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,IKEA Furniture Model-403,Home,Ikea,215.94,463.67,53.43,0,0,3,0,1,4,14,1030.87,3.75,3023.16,7132.42,260.1285,6872.29,11409.02,0,0,3,0,1,1,1,474.87,0,0,0,25.0,162.0,47.0,2024-11-10,561.0,OK,Supplier A,9083.6,2022-09-15,2024-11-08,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-659,Food,Various,1.69,7.74,78.17,0,0,1,1,0,1,5,1501.39,5.0,8.45,7131.6,375.3475,6756.25,7498.5,0,0,1,1,0,0,0,0.0,0,0,0,0.0,467.0,12.0,2023-01-10,1231.0,OK,Direct,2836.0,2023-06-05,2023-06-05,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-693,Electronics,Apple,814.8,1317.88,38.17,0,0,0,0,0,1,5,1425.83,0.0,4074.0,7129.15,0.0,7129.15,3055.15,0,0,0,0,0,1,1,941.64,0,0,0,100.0,436.0,50.0,2024-05-11,744.0,OK,Supplier B,2836.0,2022-04-15,2022-04-15,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-681,Beauty,L'Oreal,16.17,55.95,71.1,1,0,0,0,2,4,20,819.97,15.0,323.4,7098.71,2181.3295,4917.38,16076.0,1,0,0,0,2,0,0,0.0,0,0,0,0.0,208.0,14.0,2024-01-27,849.0,OK,Supplier B,10847.2,2022-02-04,2024-12-13,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-228,Clothing,Nike,13.93,44.95,69.01,1,0,0,1,0,2,9,928.56,15.0,125.37,7085.48,1342.676,5742.8,8231.67,1,0,0,1,0,0,0,0.0,0,0,0,0.0,180.0,50.0,2024-12-31,510.0,OK,Supplier A,1640.0,2023-01-11,2023-04-03,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-290,Books,Various,27.57,18.38,59.03,0,0,2,0,1,2,12,747.6,12.5,330.84,7029.66,1009.82,6019.84,8640.36,0,0,2,0,1,1,2,239.14,1,0,0,50.0,487.0,46.0,2023-05-20,1101.0,OK,Supplier B,6371.6,2024-03-11,2024-08-15,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-855,Food,Various,1.74,8.02,78.3,0,0,0,1,0,2,12,841.0,0.0,20.88,7000.14,0.0,7000.14,10071.12,0,0,0,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-02-04,2024-05-16,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-564,Beauty,L'Oreal,22.47,62.38,63.98,1,0,1,1,0,2,14,599.94,15.0,314.58,6969.65,1229.9385,5739.71,8084.58,1,0,1,1,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-04-16,2023-10-06,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-571,Beauty,L'Oreal,21.02,60.0,64.97,0,0,2,0,0,2,9,852.34,0.0,189.18,6969.38,0.0,6969.38,7481.88,0,0,2,0,0,0,0,0.0,0,0,0,0.0,10.0,13.0,2024-10-27,575.0,REORDER NOW,Supplier A,362.2,2023-08-27,2024-07-18,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-286,Clothing,Nike,14.35,46.57,69.19,0,0,1,0,2,2,12,655.84,15.0,172.2,6868.65,851.7015,6016.95,7697.88,0,0,1,0,2,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-02-25,2024-05-22,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Wilson Equipment Model-194,Sports,Wilson,40.41,138.71,70.87,1,0,1,0,0,3,18,522.74,10.0,727.38,6861.25,784.905,6076.35,8681.94,1,0,1,0,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-08-24,2024-05-14,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-492,Food,Various,2.01,8.45,76.21,0,0,1,0,0,1,9,758.54,0.0,18.09,6826.86,0.0,6826.86,6808.77,0,0,1,0,0,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,2836.0,2023-06-11,2023-06-11,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-148,Electronics,Dell,711.66,993.71,28.38,2,0,0,0,1,3,11,960.02,18.33,7828.26,6810.73,1595.485,5215.25,2731.96,2,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2023-04-12,2024-10-13,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Beverages Model-683,Food,Various,2.07,8.37,75.27,1,0,0,0,2,4,16,507.74,7.5,33.12,6774.02,596.7945,6177.23,8090.72,1,0,0,0,2,1,2,1187.47,0,0,0,25.0,234.0,17.0,2023-08-07,1022.0,OK,Direct,10530.0,2022-12-14,2024-12-03,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-754,Beauty,L'Oreal,21.96,61.39,64.23,2,0,0,0,2,3,12,687.34,10.0,263.52,6727.16,1357.884,5369.28,7984.56,2,0,0,0,2,0,0,0.0,0,0,0,0.0,74.0,7.0,2024-07-14,680.0,OK,Supplier A,3188.2,2022-08-22,2024-01-21,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,IKEA Furniture Model-351,Home,Ikea,236.58,448.43,47.24,0,0,0,0,1,1,10,707.54,5.0,2365.8,6721.63,353.77,6367.86,4709.6,0,0,0,0,1,0,0,0.0,0,0,0,0.0,234.0,24.0,2023-04-10,1141.0,OK,Supplier A,2836.0,2023-07-21,2023-07-21,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-495,Beauty,L'Oreal,17.55,58.56,70.03,2,0,1,0,1,3,11,1026.25,10.0,193.05,6713.09,560.5485,6152.54,11095.7,2,0,1,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-06-14,2024-07-19,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,L'Oreal Skincare Model-795,Beauty,L'Oreal,19.81,62.16,68.13,0,0,0,0,1,1,7,1065.16,10.0,138.67,6710.51,745.612,5964.9,7317.45,0,0,0,0,1,1,2,252.34,0,0,0,100.0,218.0,40.0,2024-05-20,735.0,OK,Supplier A,2836.0,2023-11-29,2023-11-29,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-451,Electronics,Dell,598.07,933.81,35.95,1,0,1,2,0,3,8,563.32,1.67,4784.56,6707.13,0.6325,6706.5,-278.0,1,0,1,2,0,1,2,1972.81,0,0,0,33.33,11.0,5.0,2024-04-22,763.0,OK,Supplier A,981.8,2022-12-30,2024-12-13,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Levi's Jeans Model-558,Clothing,Levi'S,38.94,81.8,52.4,0,0,0,0,0,2,9,855.56,20.0,350.46,6692.19,949.88,5742.31,7349.58,0,0,0,0,0,1,3,80.28,0,0,0,50.0,46.0,16.0,2023-03-12,1170.0,OK,Supplier A,158.4,2022-05-25,2022-06-25,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Various Fiction Model-680,Books,Various,6.77,18.48,63.37,0,0,1,0,0,2,15,435.04,10.0,101.55,6679.58,336.87,6342.71,6424.05,0,0,1,0,0,1,1,1680.71,1,0,0,50.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-08-27,2024-10-27,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-386,Electronics,Dell,558.91,972.26,42.51,1,0,1,0,2,3,21,292.16,2.5,11737.11,6664.84,44.928,6619.91,-5601.75,1,0,1,0,2,1,3,1197.37,0,0,0,33.33,16.0,36.0,2024-01-21,855.0,REORDER NOW,Supplier B,551.6,2022-06-23,2024-06-16,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Dell Laptops Model-870,Electronics,Dell,511.51,893.04,42.72,2,0,1,1,2,4,16,644.48,3.75,8184.16,6629.08,90.7,6538.38,2127.52,2,0,1,1,2,1,3,1947.92,0,0,0,25.0,5.0,10.0,2024-02-17,828.0,REORDER NOW,Supplier A,262.8,2022-02-09,2024-05-30,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-283,Electronics,Apple,642.04,1262.41,49.14,0,0,0,0,2,3,11,589.45,11.67,7062.44,6604.62,624.218,5980.4,-578.49,0,0,0,0,2,1,2,302.28,0,0,0,33.33,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-05-21,2024-05-26,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Nike T-Shirts Model-553,Clothing,Nike,15.46,43.56,64.51,2,0,0,0,1,4,32,645.51,5.0,494.72,6587.97,265.656,6322.31,20161.6,2,0,0,0,1,0,0,0.0,0,0,0,0.0,0.0,28.0,Unknown,869.0,NO DATA,Unknown,0.0,2022-01-12,2023-07-09,2026-05-25T17:44:39.390524,1.0.0,15
13,London UK,London,International,Flagship,Apple Smartphones Model-436,Electronics,Apple,816.0,1208.16,32.46,2,0,0,1,1,3,8,830.65,5.0,6528.0,6566.84,836.5575,5730.28,117.2,2,0,0,1,1,1,2,67.44,0,0,0,33.33,0.0,15.0,2024-03-07,809.0,OK,Direct,0.0,2022-09-09,2023-09-07,2026-05-25T17:44:39.390524,1.0.0,15
